date,0
2011-12-14,5
2011-12-15,6
2011-12-16,3
2011-12-19,4
2011-12-20,6
2011-12-21,4
2011-12-22,1
2011-12-27,1
2012-01-02,1
2012-01-03,2
2012-01-04,3
2012-01-05,3
2012-01-09,1
2012-01-10,4
2012-01-11,1
2012-01-12,1
2012-01-13,4
2012-01-17,5
2012-01-18,5
2012-01-19,3
2012-01-25,5
2012-01-26,5
2012-01-27,2
2012-01-30,6
2012-01-31,1
2012-02-01,5
2012-02-05,1
2012-02-06,4
2012-02-07,4
2012-02-08,3
2012-02-09,10
2012-02-12,2
2012-02-13,10
2012-02-14,4
2012-02-15,6
2012-02-16,2
2012-02-17,2
2012-02-20,3
2012-02-21,1
2012-02-22,3
2012-02-23,3
2012-02-24,1
2012-02-27,1
2012-02-28,1
2012-02-29,4
2012-03-01,10
2012-03-03,3
2012-03-04,2
2012-03-05,4
2012-03-06,4
2012-03-07,2
2012-03-08,1
2012-03-09,2
2012-03-11,2
2012-03-12,2
2012-03-13,5
2012-03-14,7
2012-03-16,4
2012-03-19,4
2012-03-20,3
2012-03-21,5
2012-03-22,8
2012-03-23,3
2012-03-26,7
2012-03-27,5
2012-03-28,7
2012-03-29,2
2012-03-30,1
2012-04-02,5
2012-04-03,2
2012-04-04,5
2012-04-05,1
2012-04-06,1
2012-04-11,2
2012-04-12,1
2012-04-16,6
2012-04-17,6
2012-04-18,4
2012-04-19,2
2012-04-20,1
2012-04-23,4
2012-04-24,2
2012-04-25,8
2012-04-26,2
2012-04-30,1
2012-05-01,1
2012-05-02,3
2012-05-03,2
2012-05-08,2
2012-05-09,1
2012-05-11,1
2012-05-14,3
2012-05-16,6
2012-05-17,1
2012-05-18,1
2012-05-21,4
2012-05-22,6
2012-05-23,2
2012-05-25,1
2012-05-28,2
2012-05-30,5
2012-05-31,6
2012-06-01,5
2012-06-04,5
2012-06-05,3
2012-06-06,1
2012-06-07,8
2012-06-10,1
2012-06-11,6
2012-06-12,3
2012-06-13,7
2012-06-14,4
2012-06-15,3
2012-06-18,4
2012-06-19,2
2012-06-20,7
2012-06-21,1
2012-06-22,5
2012-06-25,7
2012-06-26,6
2012-06-28,3
2012-06-29,1
2012-07-02,1
2012-07-04,1
2012-07-05,6
2012-07-09,2
2012-07-10,2
2012-07-11,2
2012-07-12,8
2012-07-13,8
2012-07-16,6
2012-07-17,8
2012-07-18,6
2012-07-20,6
2012-07-23,2
2012-07-24,1
2012-07-25,3
2012-07-26,7
2012-07-27,1
2012-07-30,2
2012-07-31,4
2012-08-01,2
2012-08-02,5
2012-08-03,1
2012-08-06,5
2012-08-07,5
2012-08-08,4
2012-08-09,1
2012-08-10,6
2012-08-13,4
2012-08-14,7
2012-08-15,11
2012-08-16,1
2012-08-17,3
2012-08-20,9
2012-08-21,5
2012-08-22,9
2012-08-23,6
2012-08-24,3
2012-08-28,4
2012-08-29,4
2012-08-30,1
2012-08-31,1
2012-09-04,1
2012-09-05,4
2012-09-06,6
2012-09-07,1
2012-09-10,1
2012-09-11,5
2012-09-12,1
2012-09-13,3
2012-09-14,3
2012-09-17,3
2012-09-18,8
2012-09-19,3
2012-09-20,6
2012-09-21,26
2012-09-24,11
2012-09-25,3
2012-09-26,3
2012-09-27,8
2012-09-28,2
2012-10-01,4
2012-10-02,7
2012-10-03,2
2012-10-04,4
2012-10-05,7
2012-10-08,9
2012-10-09,4
2012-10-10,3
2012-10-11,8
2012-10-12,3
2012-10-14,1
2012-10-15,10
2012-10-16,5
2012-10-17,4
2012-10-18,1
2012-10-19,2
2012-10-22,6
2012-10-23,15
2012-10-24,11
2012-10-25,2
2012-10-26,6
2012-10-29,3
2012-10-30,2
2012-10-31,7
2012-11-01,5
2012-11-02,2
2012-11-04,1
2012-11-05,5
2012-11-06,2
2012-11-07,2
2012-11-08,3
2012-11-09,1
2012-11-12,9
2012-11-13,6
2012-11-14,6
2012-11-15,4
2012-11-16,6
2012-11-19,5
2012-11-20,3
2012-11-21,8
2012-11-23,3
2012-11-26,4
2012-11-27,5
2012-11-28,7
2012-11-29,4
2012-11-30,4
2012-12-02,3
2012-12-03,3
2012-12-04,4
2012-12-05,4
2012-12-06,7
2012-12-07,4
2012-12-10,8
2012-12-11,2
2012-12-12,1
2012-12-13,5
2012-12-14,3
2012-12-15,1
2012-12-17,1
2012-12-18,4
2012-12-19,3
2012-12-20,4
2012-12-21,5
2012-12-24,2
2012-12-26,6
2012-12-27,2
2012-12-28,1
2012-12-31,8
2013-01-02,2
2013-01-03,3
2013-01-04,5
2013-01-06,1
2013-01-07,4
2013-01-08,4
2013-01-09,2
2013-01-10,1
2013-01-11,5
2013-01-14,3
2013-01-15,5
2013-01-16,5
2013-01-17,7
2013-01-18,3
2013-01-20,2
2013-01-22,7
2013-01-23,3
2013-01-24,3
2013-01-25,3
2013-01-28,1
2013-01-29,1
2013-01-30,1
2013-01-31,3
2013-02-04,3
2013-02-05,6
2013-02-06,4
2013-02-07,6
2013-02-08,3
2013-02-10,1
2013-02-11,5
2013-02-12,6
2013-02-13,6
2013-02-14,2
2013-02-15,3
2013-02-16,2
2013-02-18,1
2013-02-19,2
2013-02-20,4
2013-02-21,6
2013-02-22,7
2013-02-25,7
2013-02-26,6
2013-02-27,7
2013-02-28,3
2013-03-04,5
2013-03-05,12
2013-03-06,8
2013-03-07,3
2013-03-08,5
2013-03-09,2
2013-03-11,4
2013-03-12,5
2013-03-13,4
2013-03-14,3
2013-03-15,7
2013-03-18,6
2013-03-19,5
2013-03-20,6
2013-03-21,5
2013-03-22,3
2013-03-25,8
2013-03-26,7
2013-03-27,5
2013-03-28,3
2013-04-01,7
2013-04-02,4
2013-04-03,7
2013-04-04,3
2013-04-05,1
2013-04-08,6
2013-04-09,3
2013-04-10,2
2013-04-11,2
2013-04-12,10
2013-04-15,2
2013-04-16,9
2013-04-17,4
2013-04-18,7
2013-04-19,2
2013-04-23,3
2013-04-24,9
2013-04-25,6
2013-04-26,7
2013-04-29,7
2013-05-01,7
2013-05-02,7
2013-05-03,6
2013-05-04,2
2013-05-06,5
2013-05-07,6
2013-05-08,9
2013-05-09,6
2013-05-10,4
2013-05-13,1
2013-05-14,7
2013-05-15,2
2013-05-16,1
2013-05-17,1
2013-05-18,2
2013-05-19,1
2013-05-20,1
2013-05-21,5
2013-05-22,4
2013-05-23,3
2013-05-24,2
2013-05-26,4
2013-05-27,1
2013-05-28,3
2013-05-29,5
2013-05-30,2
2013-05-31,3
2013-06-03,4
2013-06-04,2
2013-06-05,3
2013-06-06,4
2013-06-07,7
2013-06-08,1
2013-06-10,5
2013-06-11,4
2013-06-12,1
2013-06-13,6
2013-06-14,3
2013-06-17,4
2013-06-18,4
2013-06-19,1
2013-06-20,6
2013-06-21,6
2013-06-23,1
2013-06-24,4
2013-06-25,6
2013-06-26,6
2013-06-27,5
2013-06-28,4
2013-06-30,2
2013-07-01,5
2013-07-02,3
2013-07-03,4
2013-07-05,7
2013-07-08,7
2013-07-09,8
2013-07-10,4
2013-07-11,6
2013-07-14,1
2013-07-15,3
2013-07-16,8
2013-07-17,8
2013-07-18,6
2013-07-19,3
2013-07-20,2
2013-07-21,1
2013-07-22,5
2013-07-23,3
2013-07-24,10
2013-07-25,5
2013-07-26,4
2013-07-29,4
2013-07-30,5
2013-07-31,5
2013-08-01,2
2013-08-02,5
2013-08-05,7
2013-08-06,6
2013-08-07,8
2013-08-08,5
2013-08-09,4
2013-08-12,7
2013-08-13,6
2013-08-14,9
2013-08-15,6
2013-08-16,7
2013-08-19,9
2013-08-20,4
2013-08-21,3
2013-08-22,5
2013-08-23,9
2013-08-26,3
2013-08-27,6
2013-08-28,3
2013-08-29,6
2013-08-30,6
2013-09-03,12
2013-09-04,9
2013-09-05,13
2013-09-06,12
2013-09-09,9
2013-09-10,8
2013-09-11,15
2013-09-12,8
2013-09-13,2
2013-09-16,8
2013-09-17,8
2013-09-18,16
2013-09-19,10
2013-09-20,8
2013-09-23,7
2013-09-24,12
2013-09-25,10
2013-09-26,7
2013-09-27,2
2013-09-30,1
2013-10-01,2
2013-10-02,1
2013-10-05,2
2013-10-07,6
2013-10-08,2
2013-10-09,1
2013-10-10,1
2013-10-16,3
2013-10-17,2
2013-10-18,1
2013-10-21,1
2013-10-22,2
2013-10-23,1
2013-10-25,1
2013-10-28,1
2013-10-29,1
2013-10-30,1
2013-10-31,4
2013-11-11,2
2013-11-13,2
2013-11-14,3
2013-11-20,3
2013-11-22,1
2013-11-26,1
2013-11-28,1
2013-11-29,2
2013-12-02,7
2013-12-04,1
2013-12-06,2
2013-12-09,1
2013-12-10,3
2013-12-11,3
2013-12-12,3
2013-12-13,1
2013-12-16,1
2013-12-17,3
2013-12-19,1
2013-12-20,1
2013-12-24,3
2013-12-27,3
2014-01-02,2
2014-01-07,4
2014-01-08,2
2014-01-10,1
2014-01-13,1
2014-01-15,1
2014-01-16,1
2014-01-21,2
2014-01-22,1
2014-01-23,1
2014-01-24,1
2014-01-27,1
2014-01-28,1
2014-01-29,2
2014-01-30,1
2014-01-31,1
2014-02-03,2
2014-02-04,2
2014-02-05,1
2014-02-06,3
2014-02-07,6
2014-02-10,2
2014-02-11,1
2014-02-12,3
2014-02-13,2
2014-02-16,1
2014-02-18,2
2014-02-19,1
2014-02-20,2
2014-02-21,1
2014-02-25,2
2014-02-26,1
2014-02-27,2
2014-02-28,1
2014-03-03,4
2014-03-04,1
2014-03-05,1
2014-03-06,1
2014-03-07,1
2014-03-10,1
2014-03-11,1
2014-03-12,4
2014-03-13,5
2014-03-19,4
2014-03-20,1
2014-03-21,3
2014-03-24,1
2014-03-25,2
2014-03-26,2
2014-03-27,1
2014-03-31,3
2014-04-01,3
2014-04-02,1
2014-04-03,5
2014-04-04,2
2014-04-07,4
2014-04-09,1
2014-04-11,1
2014-04-14,3
2014-04-15,6
2014-04-16,2
2014-04-17,1
2014-04-21,2
2014-04-22,10
2014-04-23,2
2014-04-25,1
2014-04-29,2
2014-04-30,1
2014-05-01,2
2014-05-02,3
2014-05-05,4
2014-05-06,1
2014-05-07,2
2014-05-08,6
2014-05-12,2
2014-05-13,2
2014-05-14,3
2014-05-15,3
2014-05-16,5
2014-05-17,2
2014-05-19,4
2014-05-20,3
2014-05-21,7
2014-05-22,2
2014-05-23,1
2014-05-27,3
2014-05-28,1
2014-05-29,6
2014-05-30,1
2014-06-02,7
2014-06-03,4
2014-06-04,2
2014-06-05,2
2014-06-06,3
2014-06-09,3
2014-06-11,3
2014-06-13,1
2014-06-16,5
2014-06-17,3
2014-06-18,8
2014-06-19,5
2014-06-20,1
2014-06-23,1
2014-06-24,3
2014-06-25,2
2014-06-26,5
2014-06-27,5
2014-06-30,4
2014-07-01,2
2014-07-03,3
2014-07-05,3
2014-07-07,2
2014-07-09,3
2014-07-10,6
2014-07-14,1
2014-07-15,5
2014-07-17,7
2014-07-21,2
2014-07-22,3
2014-07-23,1
2014-07-24,1
2014-07-29,6
2014-07-30,9
2014-07-31,3
2014-08-01,4
2014-08-04,6
2014-08-05,7
2014-08-06,7
2014-08-07,6
2014-08-08,2
2014-08-11,8
2014-08-12,4
2014-08-13,6
2014-08-14,10
2014-08-15,3
2014-08-16,1
2014-08-18,5
2014-08-19,5
2014-08-20,7
2014-08-21,7
2014-08-22,4
2014-08-25,10
2014-08-27,4
2014-08-28,9
2014-08-29,2
2014-08-30,2
2014-09-02,2
2014-09-03,4
2014-09-04,4
2014-09-05,3
2014-09-08,5
2014-09-09,3
2014-09-10,7
2014-09-11,4
2014-09-12,4
2014-09-15,2
2014-09-16,5
2014-09-17,5
2014-09-19,2
2014-09-20,1
2014-09-23,3
2014-09-24,3
2014-09-25,6
2014-09-26,5
2014-09-27,1
2014-09-28,2
2014-09-29,4
2014-09-30,3
2014-10-01,9
2014-10-02,7
2014-10-03,4
2014-10-04,1
2014-10-06,5
2014-10-07,5
2014-10-08,9
2014-10-09,8
2014-10-10,6
2014-10-13,5
2014-10-14,2
2014-10-15,19
2014-10-16,4
2014-10-17,2
2014-10-19,1
2014-10-20,9
2014-10-21,2
2014-10-22,8
2014-10-23,6
2014-10-24,12
2014-10-26,2
2014-10-27,4
2014-10-28,7
2014-10-29,12
2014-10-30,2
2014-10-31,4
2014-11-01,1
2014-11-02,1
2014-11-03,18
2014-11-04,13
2014-11-05,13
2014-11-06,5
2014-11-07,2
2014-11-10,8
2014-11-11,6
2014-11-12,3
2014-11-13,2
2014-11-14,2
2014-11-17,12
2014-11-18,3
2014-11-19,6
2014-11-20,7
2014-11-21,2
2014-11-24,22
2014-11-25,11
2014-11-26,2
2014-11-28,1
2014-12-01,10
2014-12-02,6
2014-12-03,4
2014-12-04,2
2014-12-05,2
2014-12-07,1
2014-12-08,2
2014-12-09,7
2014-12-10,10
2014-12-11,7
2014-12-12,6
2014-12-14,1
2014-12-15,14
2014-12-16,9
2014-12-17,5
2014-12-18,21
2014-12-19,9
2014-12-22,19
2014-12-23,5
2014-12-24,2
2014-12-26,3
2014-12-29,6
2014-12-30,3
2014-12-31,3
2015-01-02,5
2015-01-05,4
2015-01-06,12
2015-01-07,9
2015-01-08,11
2015-01-09,8
2015-01-11,1
2015-01-12,14
2015-01-13,8
2015-01-14,7
2015-01-15,4
2015-01-16,6
2015-01-20,12
2015-01-21,5
2015-01-22,9
2015-01-23,9
2015-01-24,2
2015-01-26,15
2015-01-27,11
2015-01-28,11
2015-01-29,10
2015-01-30,10
2015-02-02,7
2015-02-03,23
2015-02-04,17
2015-02-05,13
2015-02-06,8
2015-02-09,11
2015-02-10,12
2015-02-11,5
2015-02-12,9
2015-02-13,6
2015-02-17,7
2015-02-18,7
2015-02-19,4
2015-02-20,13
2015-02-21,1
2015-02-22,1
2015-02-23,14
2015-02-24,9
2015-02-25,12
2015-02-26,10
2015-02-27,22
2015-03-01,1
2015-03-02,10
2015-03-03,10
2015-03-04,16
2015-03-05,4
2015-03-06,3
2015-03-09,8
2015-03-10,12
2015-03-11,13
2015-03-12,13
2015-03-13,6
2015-03-16,12
2015-03-17,8
2015-03-18,5
2015-03-19,11
2015-03-20,4
2015-03-23,4
2015-03-24,3
2015-03-25,14
2015-03-26,6
2015-03-27,2
2015-03-30,30
2015-03-31,21
2015-04-01,13
2015-04-02,7
2015-04-03,1
2015-04-06,14
2015-04-07,8
2015-04-08,14
2015-04-09,9
2015-04-10,7
2015-04-12,3
2015-04-13,13
2015-04-14,22
2015-04-15,3
2015-04-16,17
2015-04-17,7
2015-04-18,1
2015-04-20,12
2015-04-21,4
2015-04-22,11
2015-04-23,13
2015-04-24,10
2015-04-25,1
2015-04-26,4
2015-04-27,13
2015-04-28,18
2015-04-29,17
2015-04-30,19
2015-05-01,11
2015-05-03,2
2015-05-04,19
2015-05-05,13
2015-05-06,14
2015-05-07,16
2015-05-08,14
2015-05-09,2
2015-05-11,15
2015-05-12,8
2015-05-13,12
2015-05-14,5
2015-05-15,14
2015-05-16,1
2015-05-17,2
2015-05-18,12
2015-05-19,3
2015-05-20,8
2015-05-21,10
2015-05-22,7
2015-05-23,1
2015-05-24,1
2015-05-25,2
2015-05-26,6
2015-05-27,15
2015-05-28,10
2015-05-29,12
2015-05-31,1
2015-06-01,6
2015-06-02,16
2015-06-03,4
2015-06-04,16
2015-06-05,8
2015-06-08,16
2015-06-09,7
2015-06-10,10
2015-06-11,10
2015-06-12,5
2015-06-13,1
2015-06-14,1
2015-06-15,15
2015-06-16,21
2015-06-17,9
2015-06-18,9
2015-06-19,8
2015-06-20,2
2015-06-21,1
2015-06-22,8
2015-06-23,15
2015-06-24,12
2015-06-25,9
2015-06-26,5
2015-06-27,4
2015-06-29,21
2015-06-30,6
2015-07-01,20
2015-07-02,11
2015-07-03,1
2015-07-06,5
2015-07-07,7
2015-07-08,5
2015-07-09,6
2015-07-10,10
2015-07-13,15
2015-07-14,7
2015-07-15,2
2015-07-16,6
2015-07-17,5
2015-07-20,5
2015-07-21,4
2015-07-22,3
2015-07-23,6
2015-07-24,9
2015-07-27,10
2015-07-28,13
2015-07-29,12
2015-07-30,19
2015-07-31,6
2015-08-02,2
2015-08-03,9
2015-08-04,15
2015-08-05,10
2015-08-06,22
2015-08-07,7
2015-08-09,2
2015-08-10,12
2015-08-11,15
2015-08-12,19
2015-08-13,23
2015-08-14,20
2015-08-16,3
2015-08-17,11
2015-08-18,10
2015-08-19,24
2015-08-20,17
2015-08-21,10
2015-08-23,1
2015-08-24,9
2015-08-25,16
2015-08-26,19
2015-08-27,11
2015-08-28,10
2015-08-30,4
2015-08-31,12
2015-09-01,10
2015-09-02,14
2015-09-03,10
2015-09-04,7
2015-09-08,11
2015-09-09,18
2015-09-10,15
2015-09-11,16
2015-09-12,2
2015-09-13,1
2015-09-14,6
2015-09-15,14
2015-09-16,23
2015-09-17,13
2015-09-18,6
2015-09-21,7
2015-09-22,8
2015-09-23,13
2015-09-24,19
2015-09-25,4
2015-09-26,4
2015-09-28,8
2015-09-29,26
2015-09-30,10
2015-10-01,13
2015-10-02,6
2015-10-03,1
2015-10-05,10
2015-10-06,5
2015-10-07,15
2015-10-08,14
2015-10-09,7
2015-10-12,8
2015-10-13,22
2015-10-14,9
2015-10-15,14
2015-10-16,6
2015-10-19,18
2015-10-20,7
2015-10-21,7
2015-10-22,11
2015-10-23,7
2015-10-25,1
2015-10-26,22
2015-10-27,12
2015-10-28,11
2015-10-29,18
2015-10-30,11
2015-10-31,2
2015-11-01,2
2015-11-02,17
2015-11-03,13
2015-11-04,11
2015-11-05,17
2015-11-06,11
2015-11-08,2
2015-11-09,24
2015-11-10,15
2015-11-11,16
2015-11-12,11
2015-11-13,9
2015-11-14,1
2015-11-16,18
2015-11-17,12
2015-11-18,16
2015-11-19,22
2015-11-20,14
2015-11-23,13
2015-11-24,23
2015-11-25,11
2015-11-27,11
2015-11-28,2
2015-11-30,8
2015-12-01,19
2015-12-02,18
2015-12-03,16
2015-12-04,10
2015-12-06,3
2015-12-07,18
2015-12-08,14
2015-12-09,13
2015-12-10,9
2015-12-11,3
2015-12-13,1
2015-12-14,6
2015-12-15,22
2015-12-16,16
2015-12-17,18
2015-12-18,18
2015-12-19,1
2015-12-21,12
2015-12-22,11
2015-12-23,6
2015-12-24,12
2015-12-28,4
2015-12-29,11
2015-12-30,10
2015-12-31,11
2016-01-02,1
2016-01-03,2
2016-01-04,17
2016-01-05,16
2016-01-06,9
2016-01-07,12
2016-01-08,5
2016-01-10,2
2016-01-11,16
2016-01-12,16
2016-01-13,8
2016-01-14,11
2016-01-15,4
2016-01-17,1
2016-01-18,1
2016-01-19,6
2016-01-20,14
2016-01-21,11
2016-01-22,14
2016-01-24,1
2016-01-25,24
2016-01-26,20
2016-01-27,13
2016-01-28,10
2016-01-29,13
2016-01-31,1
2016-02-01,25
2016-02-02,21
2016-02-03,12
2016-02-04,11
2016-02-05,17
2016-02-06,1
2016-02-08,16
2016-02-09,13
2016-02-10,10
2016-02-11,5
2016-02-12,6
2016-02-14,1
2016-02-16,17
2016-02-17,8
2016-02-18,4
2016-02-19,6
2016-02-22,17
2016-02-23,7
2016-02-24,12
2016-02-25,21
2016-02-26,22
2016-02-28,2
2016-02-29,24
2016-03-01,16
2016-03-02,9
2016-03-03,12
2016-03-04,9
2016-03-07,12
2016-03-08,7
2016-03-09,15
2016-03-10,9
2016-03-11,6
2016-03-14,8
2016-03-15,16
2016-03-16,11
2016-03-17,10
2016-03-18,10
2016-03-20,1
2016-03-21,13
2016-03-22,11
2016-03-23,23
2016-03-24,13
2016-03-25,2
2016-03-28,26
2016-03-29,10
2016-03-30,6
2016-03-31,10
2016-04-01,4
2016-04-02,2
2016-04-03,1
2016-04-04,11
2016-04-05,26
2016-04-06,8
2016-04-07,10
2016-04-08,16
2016-04-11,16
2016-04-12,13
2016-04-13,6
2016-04-14,7
2016-04-15,5
2016-04-17,1
2016-04-18,8
2016-04-19,8
2016-04-20,12
2016-04-21,16
2016-04-22,6
2016-04-25,2
2016-04-26,19
2016-04-27,14
2016-04-28,11
2016-04-29,7
2016-04-30,1
2016-05-02,24
2016-05-03,9
2016-05-04,11
2016-05-05,22
2016-05-06,13
2016-05-09,18
2016-05-10,20
2016-05-11,6
2016-05-12,8
2016-05-13,9
2016-05-16,23
2016-05-17,18
2016-05-18,14
2016-05-19,12
2016-05-20,10
2016-05-23,44
2016-05-24,11
2016-05-25,12
2016-05-26,12
2016-05-27,13
2016-05-30,1
2016-05-31,23
2016-06-01,11
2016-06-02,6
2016-06-03,11
2016-06-05,2
2016-06-06,12
2016-06-07,11
2016-06-08,14
2016-06-09,12
2016-06-10,10
2016-06-11,1
2016-06-13,10
2016-06-14,17
2016-06-15,25
2016-06-16,10
2016-06-17,16
2016-06-19,1
2016-06-20,14
2016-06-21,15
2016-06-22,14
2016-06-23,17
2016-06-24,22
2016-06-25,8
2016-06-26,1
2016-06-27,14
2016-06-28,20
2016-06-29,28
2016-06-30,18
2016-07-01,7
2016-07-05,8
2016-07-06,19
2016-07-07,10
2016-07-08,16
2016-07-09,1
2016-07-10,1
2016-07-11,21
2016-07-12,9
2016-07-13,20
2016-07-14,20
2016-07-15,10
2016-07-18,13
2016-07-19,21
2016-07-20,9
2016-07-21,12
2016-07-22,6
2016-07-24,1
2016-07-25,13
2016-07-26,21
2016-07-27,10
2016-07-28,15
2016-07-29,12
2016-07-30,2
2016-08-01,17
2016-08-02,14
2016-08-03,18
2016-08-04,18
2016-08-05,6
2016-08-07,1
2016-08-08,16
2016-08-09,12
2016-08-10,8
2016-08-11,14
2016-08-12,8
2016-08-14,1
2016-08-15,39
2016-08-16,17
2016-08-17,6
2016-08-18,7
2016-08-19,12
2016-08-20,10
2016-08-22,25
2016-08-23,14
2016-08-24,15
2016-08-25,18
2016-08-26,4
2016-08-27,2
2016-08-29,17
2016-08-30,12
2016-08-31,15
2016-09-01,5
2016-09-02,15
2016-09-06,6
2016-09-07,9
2016-09-08,12
2016-09-09,15
2016-09-11,2
2016-09-12,23
2016-09-13,8
2016-09-14,10
2016-09-15,10
2016-09-16,10
2016-09-19,3
2016-09-20,14
2016-09-21,13
2016-09-22,14
2016-09-23,14
2016-09-26,12
2016-09-27,12
2016-09-28,12
2016-09-29,15
2016-09-30,13
2016-10-02,1
2016-10-03,10
2016-10-04,10
2016-10-05,15
2016-10-06,14
2016-10-07,11
2016-10-09,1
2016-10-10,13
2016-10-11,10
2016-10-12,12
2016-10-13,8
2016-10-14,11
2016-10-17,12
2016-10-18,5
2016-10-19,11
2016-10-20,14
2016-10-21,15
2016-10-23,1
2016-10-24,28
2016-10-25,10
2016-10-26,9
2016-10-27,9
2016-10-28,6
2016-10-30,1
2016-10-31,18
2016-11-01,14
2016-11-02,16
2016-11-03,23
2016-11-04,10
2016-11-07,42
2016-11-08,22
2016-11-09,17
2016-11-10,15
2016-11-11,14
2016-11-12,1
2016-11-13,1
2016-11-14,17
2016-11-15,11
2016-11-16,13
2016-11-17,14
2016-11-18,4
2016-11-21,12
2016-11-22,16
2016-11-23,13
2016-11-25,6
2016-11-28,8
2016-11-29,15
2016-11-30,8
2016-12-01,16
2016-12-02,20
2016-12-03,1
2016-12-04,1
2016-12-05,9
2016-12-06,23
2016-12-07,7
2016-12-08,21
2016-12-09,8
2016-12-12,12
2016-12-13,14
2016-12-14,11
2016-12-15,12
2016-12-16,4
2016-12-19,5
2016-12-20,5
2016-12-21,13
2016-12-22,8
2016-12-23,17
2016-12-27,17
2016-12-28,11
2016-12-29,7
2016-12-30,5
2017-01-02,1
2017-01-03,6
2017-01-04,13
2017-01-05,9
2017-01-06,9
2017-01-07,1
2017-01-09,16
2017-01-10,7
2017-01-11,16
2017-01-12,2
2017-01-13,3
2017-01-17,28
2017-01-18,11
2017-01-19,17
2017-01-20,7
2017-01-22,1
2017-01-23,12
2017-01-24,20
2017-01-25,8
2017-01-26,20
2017-01-27,10
2017-01-28,1
2017-01-29,1
2017-01-30,25
2017-01-31,5
2017-02-01,14
2017-02-02,14
2017-02-03,8
2017-02-05,1
2017-02-06,10
2017-02-07,14
2017-02-08,10
2017-02-09,3
2017-02-10,5
2017-02-13,8
2017-02-14,14
2017-02-15,12
2017-02-16,13
2017-02-17,8
2017-02-19,4
2017-02-21,16
2017-02-22,10
2017-02-23,10
2017-02-24,10
2017-02-26,1
2017-02-27,14
2017-02-28,17
2017-03-01,11
2017-03-02,10
2017-03-03,8
2017-03-04,1
2017-03-06,13
2017-03-07,16
2017-03-08,15
2017-03-09,15
2017-03-10,2
2017-03-11,1
2017-03-13,7
2017-03-14,15
2017-03-15,17
2017-03-16,7
2017-03-17,2
2017-03-20,15
2017-03-21,9
2017-03-22,8
2017-03-23,10
2017-03-24,6
2017-03-27,4
2017-03-28,6
2017-03-29,7
2017-03-30,9
2017-03-31,6
2017-04-03,15
2017-04-04,23
2017-04-05,2
